48	 1	 0.000145 
46	 2	 0.000239 
44	 3	 0.000294 
42	 4	 0.000454 
40	 5	 0.001050 
38	 6	 0.001819 
36	 7	 0.002090 
35	 7	 0.004976 
33	 8	 0.005204 
31	 9	 0.005390 
29	 10	 0.005622 
27	 11	 0.006268 
25	 12	 0.006430 
23	 13	 0.007976 
21	 14	 0.011231 
19	 15	 0.011350 
17	 16	 0.011716 
15	 17	 0.022621 
13	 18	 0.023569 
11	 19	 0.027532 
9	 20	 0.041719 
11	 19	 0.042581 
10	 19	 0.049079 
8	 20	 0.051113 
6	 21	 0.055469 
4	 22	 0.066269 
2	 23	 0.068090 
4	 22	 0.071225 
2	 23	 0.082256 
4	 22	 0.129297 
2	 23	 0.129975 
4	 22	 0.145445 
6	 21	 0.146771 
8	 20	 0.155096 
6	 21	 0.164365 
4	 22	 0.166898 
6	 21	 0.172824 
4	 22	 0.190435 
2	 23	 0.199178 
4	 22	 0.243159 
6	 21	 0.252413 
8	 20	 0.255463 
10	 19	 0.257120 
8	 20	 0.263967 
6	 21	 0.313253 
5	 21	 0.333684 
4	 21	 0.336429 
6	 20	 0.341271 
4	 21	 0.349976 
2	 22	 0.364797 
4	 21	 0.392810 
2	 22	 0.407268 
4	 21	 0.472890 
6	 20	 0.495817 
8	 19	 0.496119 
6	 20	 0.513043 
4	 21	 0.525721 
2	 22	 0.558231 
4	 21	 0.567206 
6	 20	 0.572583 
4	 21	 0.589694 
2	 22	 0.596032 
4	 21	 0.596291 
6	 20	 0.681237 
4	 21	 0.775393 
6	 20	 0.788475 
4	 21	 0.788926 
2	 22	 0.797786 
0	 23	 0.937207 
2	 22	 0.937927 
4	 21	 0.947918 
2	 22	 0.958016 
4	 21	 1.009365 
2	 22	 1.025037 
4	 21	 1.043173 
3	 21	 1.048502 
5	 20	 1.075794 
3	 21	 1.112013 
1	 22	 1.166426 
3	 21	 1.167490 
5	 20	 1.175428 
7	 19	 1.184724 
5	 20	 1.189530 
7	 19	 1.192231 
9	 18	 1.204128 
7	 19	 1.207182 
5	 20	 1.245807 
3	 21	 1.265299 
5	 20	 1.301310 
4	 20	 1.324870 
2	 21	 1.361463 
4	 20	 1.367287 
2	 21	 1.376689 
4	 20	 1.499008 
2	 21	 1.537764 
1	 21	 1.679968 
3	 20	 1.704313 
1	 21	 1.714416 
3	 20	 1.715586 
5	 19	 1.716025 

