48	 1	 0.000482 
46	 2	 0.001496 
45	 2	 0.001684 
43	 3	 0.002017 
41	 4	 0.002181 
39	 5	 0.003606 
37	 6	 0.003749 
35	 7	 0.004765 
33	 8	 0.004889 
31	 9	 0.005651 
29	 10	 0.005829 
27	 11	 0.006281 
25	 12	 0.007404 
23	 13	 0.011862 
21	 14	 0.014761 
19	 15	 0.016231 
17	 16	 0.017016 
15	 17	 0.023197 
13	 18	 0.025316 
11	 19	 0.026416 
13	 18	 0.027162 
11	 19	 0.031428 
9	 20	 0.045598 
8	 20	 0.046345 
6	 21	 0.049378 
8	 20	 0.053102 
6	 21	 0.066808 
8	 20	 0.072835 
10	 19	 0.078294 
12	 18	 0.091865 
10	 19	 0.094426 
8	 20	 0.104112 
6	 21	 0.118779 
8	 20	 0.122890 
6	 21	 0.153147 
5	 21	 0.183045 
7	 20	 0.198175 
5	 21	 0.203870 
7	 20	 0.231653 
6	 20	 0.239470 
4	 21	 0.240933 
2	 22	 0.253707 
4	 21	 0.261417 
6	 20	 0.263914 
4	 21	 0.334295 
6	 20	 0.372297 
4	 21	 0.377005 
2	 22	 0.465020 
4	 21	 0.467982 
3	 21	 0.472066 
2	 21	 0.501931 
4	 20	 0.504319 
6	 19	 0.518111 
8	 18	 0.532512 
7	 18	 0.553159 
5	 19	 0.555883 
3	 20	 0.579758 
1	 21	 0.621158 
3	 20	 0.637535 
5	 19	 0.657537 
7	 18	 0.686250 
6	 18	 0.700356 
4	 19	 0.724496 
2	 20	 0.724547 
4	 19	 0.790901 
6	 18	 0.841761 
4	 19	 0.844634 
6	 18	 0.868984 
8	 17	 0.875875 
10	 16	 0.892095 
8	 17	 0.894172 
6	 18	 0.895525 
4	 19	 0.908349 
2	 20	 0.950080 
4	 19	 0.993792 
6	 18	 0.998011 
4	 19	 1.010900 
6	 18	 1.025878 
4	 19	 1.034970 
6	 18	 1.039083 
5	 18	 1.054380 
3	 19	 1.078842 
5	 18	 1.167259 
7	 17	 1.175956 
9	 16	 1.185499 
7	 17	 1.191256 
5	 18	 1.191983 
3	 19	 1.213961 
5	 18	 1.231416 
4	 18	 1.243460 
2	 19	 1.278080 
4	 18	 1.308378 
2	 19	 1.321402 
4	 18	 1.355514 
2	 19	 1.369758 
1	 19	 1.371941 
3	 18	 1.434758 
5	 17	 1.484853 
7	 16	 1.485902 
5	 17	 1.525509 
7	 16	 1.530904 
9	 15	 1.535502 
7	 16	 1.568692 
5	 17	 1.596408 
7	 16	 1.606889 
9	 15	 1.616084 
8	 15	 1.637443 
6	 16	 1.643141 
4	 17	 1.720740 
6	 16	 1.723438 
8	 15	 1.743446 
6	 16	 1.749816 
8	 15	 1.788213 
6	 16	 1.789265 
5	 16	 1.795958 
3	 17	 1.810600 
1	 18	 1.829909 
3	 17	 1.916023 
5	 16	 1.958183 
4	 16	 1.991634 
