48	 1	 0.000245 
46	 2	 0.000976 
44	 3	 0.002622 
42	 4	 0.002792 
40	 5	 0.003384 
38	 6	 0.003491 
36	 7	 0.003845 
35	 7	 0.004510 
33	 8	 0.004770 
31	 9	 0.005816 
29	 10	 0.007258 
27	 11	 0.008869 
25	 12	 0.011255 
23	 13	 0.011490 
21	 14	 0.012447 
19	 15	 0.012714 
17	 16	 0.015618 
15	 17	 0.016316 
13	 18	 0.018515 
15	 17	 0.018538 
13	 18	 0.022152 
12	 18	 0.022569 
10	 19	 0.024135 
8	 20	 0.024436 
6	 21	 0.061173 
4	 22	 0.089780 
6	 21	 0.094306 
5	 21	 0.124989 
3	 22	 0.254774 
5	 21	 0.259022 
7	 20	 0.292023 
5	 21	 0.296694 
7	 20	 0.300911 
5	 21	 0.303063 
7	 20	 0.389804 
5	 21	 0.406292 
3	 22	 0.413866 
5	 21	 0.441398 
3	 22	 0.453629 
5	 21	 0.456020 
3	 22	 0.465311 
5	 21	 0.470430 
4	 21	 0.484260 
6	 20	 0.504464 
4	 21	 0.504698 
2	 22	 0.566579 
4	 21	 0.674548 
6	 20	 0.684146 
4	 21	 0.704667 
2	 22	 0.740517 
4	 21	 0.776186 
2	 22	 0.784915 
0	 23	 0.796587 
2	 22	 0.827698 
4	 21	 0.856585 
2	 22	 0.861213 
4	 21	 0.886134 
3	 21	 0.902203 
2	 21	 0.915145 
4	 20	 0.941803 
6	 19	 0.975820 
4	 20	 0.979285 
6	 19	 1.005802 
8	 18	 1.035816 
6	 19	 1.089578 
4	 20	 1.090970 
6	 19	 1.093444 
8	 18	 1.107502 
7	 18	 1.111323 
5	 19	 1.112986 
7	 18	 1.135989 
9	 17	 1.156306 
7	 18	 1.165379 
5	 19	 1.168172 
3	 20	 1.175627 
2	 20	 1.188179 
4	 19	 1.193707 
2	 20	 1.228682 
4	 19	 1.230139 
3	 19	 1.234648 
5	 18	 1.241600 
7	 17	 1.263650 
9	 16	 1.277083 
7	 17	 1.287289 
5	 18	 1.292486 
3	 19	 1.322348 
5	 18	 1.324535 
3	 19	 1.328418 
5	 18	 1.380229 
7	 17	 1.402436 
5	 18	 1.403235 
7	 17	 1.406739 
5	 18	 1.416448 
3	 19	 1.496152 
5	 18	 1.517451 
3	 19	 1.535237 
5	 18	 1.550767 
4	 18	 1.620733 
2	 19	 1.636752 
4	 18	 1.739270 
2	 19	 1.752849 
4	 18	 1.810497 
2	 19	 1.817157 
1	 19	 1.823912 
3	 18	 1.840235 
5	 17	 1.844810 
7	 16	 1.878775 
9	 15	 1.889482 
7	 16	 1.891398 
5	 17	 1.917748 
7	 16	 1.940393 
6	 16	 1.946221 
8	 15	 1.964387 
10	 14	 1.964906 
8	 15	 1.986844 
6	 16	 2.011114 
4	 17	 2.029289 
2	 18	 2.073592 
0	 19	 2.109315 
2	 18	 2.229463 
1	 18	 2.291105 
3	 17	 2.303068 
1	 18	 2.315829 
3	 17	 2.419683 
1	 18	 2.430336 
3	 17	 2.438882 
5	 16	 2.444441 
