48	 1	 0.000355 
46	 2	 0.000687 
44	 3	 0.000773 
42	 4	 0.000845 
40	 5	 0.000890 
38	 6	 0.001738 
36	 7	 0.001745 
34	 8	 0.002283 
32	 9	 0.003274 
30	 10	 0.003933 
28	 11	 0.004181 
26	 12	 0.006292 
24	 13	 0.006812 
22	 14	 0.010801 
24	 13	 0.011849 
23	 13	 0.014201 
21	 14	 0.014540 
19	 15	 0.014751 
17	 16	 0.016734 
15	 17	 0.017594 
13	 18	 0.029552 
11	 19	 0.034071 
13	 18	 0.035564 
11	 19	 0.038815 
9	 20	 0.054651 
11	 19	 0.054783 
9	 20	 0.055788 
7	 21	 0.061124 
9	 20	 0.067364 
7	 21	 0.070248 
6	 21	 0.076953 
4	 22	 0.103937 
2	 23	 0.113868 
0	 24	 0.201620 
2	 23	 0.207996 
4	 22	 0.232201 
6	 21	 0.236298 
8	 20	 0.237259 
6	 21	 0.239798 
8	 20	 0.244502 
10	 19	 0.252469 
8	 20	 0.254528 
6	 21	 0.255785 
4	 22	 0.257655 
6	 21	 0.258494 
4	 22	 0.263983 
6	 21	 0.276880 
4	 22	 0.277131 
2	 23	 0.277677 
4	 22	 0.313218 
6	 21	 0.315748 
8	 20	 0.320531 
6	 21	 0.323614 
4	 22	 0.338922 
2	 23	 0.385030 
4	 22	 0.414292 
2	 23	 0.418053 
4	 22	 0.419304 
6	 21	 0.434994 
4	 22	 0.456752 
3	 22	 0.474715 
1	 23	 0.565953 
-1	 24	 0.572366 

