48	 1	 0.000531 
46	 2	 0.000644 
44	 3	 0.000687 
42	 4	 0.000703 
40	 5	 0.000798 
38	 6	 0.001520 
36	 7	 0.003621 
34	 8	 0.004323 
32	 9	 0.005152 
30	 10	 0.005463 
28	 11	 0.005816 
26	 12	 0.005937 
24	 13	 0.006561 
22	 14	 0.008583 
20	 15	 0.009227 
19	 15	 0.011976 
17	 16	 0.013361 
15	 17	 0.017652 
13	 18	 0.018336 
11	 19	 0.059527 
9	 20	 0.064608 
7	 21	 0.065032 
5	 22	 0.065302 
3	 23	 0.070553 
5	 22	 0.115635 
4	 22	 0.121107 
6	 21	 0.191744 
8	 20	 0.194823 
6	 21	 0.195325 
8	 20	 0.197062 
6	 21	 0.199230 
4	 22	 0.206213 
6	 21	 0.237645 
4	 22	 0.239525 
6	 21	 0.291025 
8	 20	 0.294835 
10	 19	 0.312676 
8	 20	 0.331558 
10	 19	 0.358198 
8	 20	 0.363225 
6	 21	 0.375341 
4	 22	 0.399647 
2	 23	 0.401292 
4	 22	 0.492280 
3	 22	 0.536949 
2	 22	 0.554091 
4	 21	 0.618082 
6	 20	 0.642333 
4	 21	 0.679836 
2	 22	 0.694882 
4	 21	 0.763414 
2	 22	 0.769099 
4	 21	 0.865518 
2	 22	 0.881769 
0	 23	 0.893096 
2	 22	 0.928195 
4	 21	 0.969835 
2	 22	 0.990095 
4	 21	 1.002717 
6	 20	 1.051928 
8	 19	 1.063933 
6	 20	 1.066010 
4	 21	 1.067822 
3	 21	 1.130840 
5	 20	 1.154634 
7	 19	 1.186404 
6	 19	 1.187210 
4	 20	 1.188167 
6	 19	 1.191479 
8	 18	 1.221314 
6	 19	 1.229165 
8	 18	 1.235967 
6	 19	 1.250497 
5	 19	 1.299655 
3	 20	 1.309966 
1	 21	 1.315856 
3	 20	 1.321706 
5	 19	 1.331965 
7	 18	 1.335192 
5	 19	 1.338912 
4	 19	 1.357070 
2	 20	 1.359415 
4	 19	 1.360991 
6	 18	 1.387135 
4	 19	 1.406506 
6	 18	 1.427562 
4	 19	 1.461453 
2	 20	 1.474083 
4	 19	 1.536671 
6	 18	 1.561886 
4	 19	 1.564718 
6	 18	 1.568047 
4	 19	 1.570595 
6	 18	 1.589113 
4	 19	 1.604634 
6	 18	 1.702681 
5	 18	 1.728807 
3	 19	 1.767387 
5	 18	 1.774977 
3	 19	 1.889039 

